ProductName,MeanValue
Amethyst 3 Bead Drop Earrings,0.23076923076923078
Amethyst Chunky Bead Bracelet W Str,1.0704615384615386
Amethyst Diamante Expandable Ring,1.3782307692307694
Amethyst Drop Earrings W Long Beads,0.9615384615384616
Amethyst Glass/Shell/Pearl Necklace,0.6538461538461539
Amethyst Hoop Earring Floral Leaf,0.5256153846153846
Angel Decoration 3 Buttons,14.935000000000002
Angel Decoration Painted Zinc,26.039384615384616
Angel Decoration Stars On Dress,10.917692307692306
Angel Decoration With Lace Padded,2.980769230769231
Animal Stickers,36.6576923076923
Ant Copper Lime Boudicca Bracelet,1.4196923076923076
Ant Copper Pink Boudicca Bracelet,1.5320769230769231
Ant Copper Red Boudicca Bracelet,0.9615384615384616
Ant Copper Turq Boudicca Bracelet,1.5204615384615383
Ant Silver Fuschia Boudicca Ring,0.8076923076923077
Ant Silver Lime Green Boudicca Ring,1.3461538461538463
Ant Silver Purple Boudicca Ring,0.5
Ant Silver Turquoise Boudicca Ring,0.46153846153846156
Ant White Wire Heart Spiral,3.019538461538462
Antique All Glass Candlestick,6.150153846153846
Antique Cream Cutlery Cupboard,0.8372307692307692
Antique Cream Cutlery Shelf,1.282
Antique Glass Dressing Table Pot,6.448076923076922
Antique Glass Heart Decoration,2.729307692307692
Antique Glass Pedestal Bowl,4.521384615384615
Antique Glass Place Setting,6.153846153846154
Antique Heart Shelf Unit,1.6536923076923078
Antique Ivory Wire Bowl Small,2.3675384615384614
Antique Lily Fairy Lights,0.11538461538461539
Antique Mid Blue Flower Earrings,0.38461538461538464
Antique Olive Green Flower Earrings,0.5384615384615384
Antique Opal White Flower Earrings,0.3076923076923077
Antique Raspberry Flower Earrings,0.38461538461538464
Antique Silver Bauble Lamp,2.1653846153846157
Antique Silver Book Mark With Beads,1.7846153846153845
Antique Silver T-Light Glass,21.192
Antique Silver Tea Glass Engraved,23.647384615384617
Antique Tall Swirlglass Trinket Pot,4.145076923076923
Apothecary Measuring Jar,1.8168461538461538
Apple Bath Sponge,5.226846153846154
Apron Modern Vintage Cotton,2.382846153846154
Aqua Bertie Glass Bead Bag Charm,0.8942307692307693
Area Patrolled Metal Sign,9.720923076923075
Army Camo Bookcover Tape,1.3076923076923077
Art Lights Funk Monkey,4.871153846153846
Ass Col Large Sand Frog P'weight,0.5769230769230769
Ass Col Small Sand Gecko P'weight,0.4461538461538461
Ass Colour Glowing Tiaras,7.602538461538462
Ass Des Phone Sponge Craft Sticker,16.39423076923077
Ass Floral Print Multi Screwdriver,17.85676923076923
Ass Floral Print Spirit Level,1.7249999999999999
Assorted Bottle Top Magnets,16.476923076923075
Assorted Cakes Fridge Magnets,3.076923076923077
Assorted Cheese Fridge Magnets,8.37176923076923
Assorted Circular Mobile,26.502538461538467
Assorted Colour Bird Ornament,24.545384615384616
Assorted Colour Lizard Suction Hook,19.982076923076924
Assorted Colour Metal Cat,3.287153846153846
Assorted Colour Mini Cases,4.949
Assorted Colour Silk Glasses Case,0.23076923076923078
Assorted Colour Suction Cup Hook,9.910230769230768
Assorted Colour T-Light Holder,27.364769230769227
Assorted Coloured Circle Mobile,38.84615384615385
Assorted Colours Silk Fan,42.213307692307694
Assorted Creepy Crawlies,22.91715384615384
Assorted Easter Decorations Bells,17.221153846153847
Assorted Easter Gift Tags,9.999615384615385
Assorted Farmyard Animals In Bucket,3.589769230769231
"Assorted Flower Colour ""Leis""",108.71653846153846
Assorted Incense Pack,121.75384615384615
Assorted Laquered Incense Holders,68.93076923076923
Assorted Mini Madras Notebook,18.89976923076923
Assorted Monkey Suction Cup Hook,9.096153846153847
Assorted Sanskrit Mini Notebook,7.0
Assorted Shapes Photo Clip Silver,15.066461538461539
Assorted Tutti Frutti Bracelet,18.352692307692312
Assorted Tutti Frutti Fob Notebook,7.6056923076923075
Assorted Tutti Frutti Heart Box,5.071
Assorted Tutti Frutti Keyring Ball,15.383153846153846
Assorted Tutti Frutti Large Purse,2.6839999999999997
Assorted Tutti Frutti Mirror,10.112769230769231
Assorted Tutti Frutti Notebook,5.0969999999999995
Assorted Tutti Frutti Pen,20.063999999999997
Assorted Tutti Frutti Round Box,1.8461538461538463
Assorted Tutti Frutti Small Purse,8.977307692307694
Asstd Col Butterfly/Crystal W/Chime,18.08976923076923
Asstd Design 3d Paper Stickers,215.40369230769227
Asstd Design Bubble Gum Ring,0.3269230769230769
Asstd Design Racing Car Pen,17.431461538461537
Asstd Fruit+Flowers Fridge Magnets,25.03946153846154
Asstd Multicolour Circles Mug,15.067692307692308
Asstd Rasta Key-Chains,0.38461538461538464
Babushka Lights String Of 10,3.2793846153846156
Baby Boom Ribbons,3.0236923076923077
Baby Mouse Red Gingham Dress,1.4
Bag 125g Swirly Marbles,30.92823076923077
Bag 250g Swirly Marbles,26.697
Bag 500g Swirly Marbles,8.171307692307693
Bag Of Silver Stones,2.7717692307692308
Baking Mould Chocolate Cupcakes,5.979615384615386
Baking Mould Easter Egg Milk Choc,3.977692307692308
Baking Mould Easter Egg White Choc,4.655076923076923
Baking Mould Heart Milk Chocolate,6.248923076923077
Baking Mould Heart White Chocolate,4.825384615384616
Baking Mould Rose Milk Chocolate,10.929461538461538
Baking Mould Rose White Chocolate,5.324461538461538
Baking Mould Toffee Cup Chocolate,9.654384615384616
Baking Set 9 Piece Retrospot,5.033230769230769
Baking Set Spaceboy Design,4.326307692307692
Balloon Art Make Your Own Flowers,7.243538461538463
Balloon Pump With 10 Balloons,6.282461538461538
Balloon Water Bomb Pack Of 35,36.51684615384616
Balloons Writing Set,3.705461538461539
Bank Account Greeting Card,5.772923076923077
Banquet Birthday Card,9.853461538461541
Baroque Butterfly Earrings Black,0.15384615384615385
Baroque Butterfly Earrings Crystal,0.23076923076923078
Baroque Butterfly Earrings Montana,0.07692307692307693
Baroque Butterfly Earrings Pink,0.23076923076923078
Baroque Butterfly Earrings Red,0.07692307692307693
Basket Of Flowers Sewing Kit,13.044999999999998
Basket Of Toadstools,10.852076923076924
Bath Building Block Word,3.0003076923076915
Bathroom Hook,1.4673076923076922
Bathroom Metal Sign,9.412153846153846
Bathroom Scales Footprints In Sand,1.6218461538461537
Bathroom Scales Rubber Ducks,1.3717692307692306
Bathroom Scales Tropical Beach,1.1025384615384615
Bathroom Set Love Heart Design,3.2435384615384613
Beach Hut Design Blackboard,2.0
Beach Hut Key Cabinet,0.47200000000000003
Beach Hut Mirror,1.3590000000000002
Beach Hut Shelf W 3 Drawers,1.5126153846153845
Beaded Chandelier T-Light Holder,12.757076923076921
Beaded Crystal Heart Blue Large,6.8529230769230765
Beaded Crystal Heart Blue On Stick,3.4231538461538467
Beaded Crystal Heart Blue Small,2.4872307692307696
Beaded Crystal Heart Green Large,8.851615384615386
Beaded Crystal Heart Green On Stick,3.5192307692307687
Beaded Crystal Heart Green Small,2.723384615384615
Beaded Crystal Heart Pink Large,5.866384615384616
Beaded Crystal Heart Pink On Stick,3.965846153846153
Beaded Crystal Heart Pink Small,3.555846153846154
Beaded Love Heart Jewellery Set,0.7692307692307693
Beaded Pearl Heart White Large,1.646153846153846
Beaded Pearl Heart White On Stick,5.845461538461539
Belle Jardiniere Cushion Cover,1.0396923076923077
Best Dad Candle Letters,1.3846153846153846
Beware Of The Cat Metal Sign,9.40230769230769
Bicycle Puncture Repair Kit,2.249
Big Doughnut Fridge Magnets,8.503
Big Polkadot Mug,0.46153846153846156
Bili Nut And Wood Necklace,2.6923076923076925
Bingo Set,4.139615384615385
Bird Box Christmas Tree Decoration,0.26376923076923076
Bird Decoration Green Polkadot,5.087615384615384
Bird Decoration Red Retrospot,6.667
Bird House Hot Water Bottle,3.4255384615384625
Bird On Branch Canvas Screen,0.8461538461538461
Birdcage Decoration Tealight Holder,9.92276923076923
Birdhouse Decoration Magic Garden,4.040307692307692
Birdhouse Garden Marker,9.582153846153846
Birds Mobile Vintage Design,2.449
Birthday Banquet Gift Wrap,27.56407692307692
Birthday Card Retro Spot,10.153461538461539
Birthday Party Cordon Barrier Tape,4.351230769230769
Biscuit Tin 50'S Christmas,4.1068461538461545
Biscuit Tin Vintage Christmas,4.324461538461538
Biscuit Tin Vintage Green,3.131923076923077
Biscuit Tin Vintage Red,3.178769230769231
Biscuits Small Bowl Light Blue,5.307615384615384
Black 3 Bead Drop Earrings,1.1153846153846154
Black And White Cat Bowl,31.89107692307692
Black And White Dog Bowl,12.664076923076921
Black Baroque Carriage Clock,0.8475384615384616
Black Baroque Wall Clock,2.15
Black Bird Garden Design Mug,3.410230769230769
Black Candelabra T-Light Holder,7.233
Black Champagne Glass,25.346153846153843
Black Cherry Lights,0.7692307692307693
Black Christmas Flock Droplet,1.8461538461538463
Black Christmas Tree 120cm,7.882076923076923
Black Christmas Tree 60cm,12.153846153846153
Black Chunky Bead Bracelet W Strap,1.0384615384615385
Black Crystal Drop Earrings,0.8461538461538461
Black Diamante Expandable Ring,1.1666923076923077
Black Diamond Cluster Earrings,0.15384615384615385
Black Diamond Cluster Necklace,0.3076923076923077
Black Diner Wall Clock,1.037
Black Drop Crystal Necklace,1.0
Black Drop Earrings W Long Beads,0.46153846153846156
Black Ear Muff Headphones,0.7236923076923076
Black Enamel Flower Ring,3.609
Black Enchanted Forest Placemat,8.935769230769232
Black Feather Christmas Decoration,4.769230769230769
Black Fine Bead Necklace W Tassel,0.38461538461538464
Black Flower Candle Plate,0.5384615384615384
Black Gemstone Bracelet,0.23076923076923078
Black Gemstone Necklace 45cm,0.23076923076923078
Black Glass Bracelet W Heart Charms,1.0513076923076923
Black Glass/Shell/Pearl Necklace,0.07692307692307693
Black Grand Baroque Photo Frame,1.5961538461538463
Black Heart Card Holder,24.097692307692306
Black Kitchen Scales,2.600461538461538
Black Love Bird Candle,3.5872307692307692
Black Love Bird T-Light Holder,3.610615384615385
Black Medium Glass Cake Stand,0.7472307692307693
Black Mini Tape Measure,3.7125384615384616
Black Orange Squeezer,5.823076923076924
Black Photo Album,0.46153846153846156
Black Pirate Treasure Chest,3.700230769230769
Black Record Cover Frame,29.871538461538464
Black Sil't Squ Candle Plate,1.2307692307692308
Black Silouette Candle Plate,7.217923076923077
Black Small Glass Cake Stand,1.0769230769230769
Black Square Table Clock,2.4047692307692308
Black Stitched Wall Clock,12.600538461538463
Black Sweetheart Bracelet,2.045076923076923
Black Tea Coffee Sugar Jars,9.27176923076923
Black Tea Towel Classic Design,7.338538461538462
Black Vint Art Dec Crystal Bracelet,0.15384615384615385
Black Vint Art Dec Crystal Necklace,0.5769230769230769
Black Vintage Crystal Earrings,0.7179230769230769
Black Vintage Earrings,0.9294615384615385
Black Wine Glass,45.32869230769231
Black+White Necklace W Tassel,1.0384615384615385
Black/Blue Polkadot Umbrella,3.859692307692308
Black/White Glass/Silver Bracelet,0.6153846153846154
Blackchristmas Tree 30cm,0.07692307692307693
Bling Key Ring Stand,0.2692307692307692
Blond Doll Doorstop,5.489769230769231
Blossom Images Gift Wrap Set,9.339923076923077
Blossom Images Notebook Set,12.25
Blossom Images Scrap Book Set,0.07692307692307693
Blue & White Breakfast Tray,1.911076923076923
Blue Birdhouse Decoration,5.667692307692307
Blue Blossom Hair Clip,5.076923076923077
Blue Breakfast Cup And Saucer,0.3076923076923077
Blue Bunny Easter Egg Basket,11.576923076923077
Blue Calculator Ruler,4.107769230769231
Blue Cat Biscuit Barrel Pink Heart,1.8071538461538463
Blue Charlie+Lola Personal Doorsign,10.058076923076923
Blue Check Bag W Handle 34x20cm,0.46153846153846156
Blue Chenille Shaggy Cushion Cover,2.051230769230769
Blue Circles Design Monkey Doll,1.7443076923076926
Blue Circles Design Teddy,2.028230769230769
Blue Climbing Hydranga Art Flower,1.5384615384615385
Blue Coat Rack Paris Fashion,2.985846153846154
Blue Crusoe Check Lampshade,0.38461538461538464
Blue Crystal Boot Phone Charm,0.07692307692307693
Blue Cushion Cover With Flower,1.3835384615384614
Blue Daisy Mobile,8.576923076923077
Blue Delphinium Artificial Flower,5.769230769230769
Blue Diamante Pen In Gift Box,1.8474615384615387
Blue Diner Wall Clock,2.587076923076923
Blue Disco Handbag,1.9038461538461537
Blue Dragonfly Helicopter,1.0736923076923077
Blue Drawer Knob Acrylic Edwardian,9.480076923076926
Blue Drop Earrings W Bead Cluster,0.07692307692307693
Blue Easter Egg Hunt Start Post,0.6153846153846154
Blue Egg Spoon,17.08753846153846
Blue Felt Easter Egg Basket,2.671769230769231
Blue Felt Hanging Heart With Flower,2.014307692307692
Blue Flock Cushion Cover,0.6153846153846154
Blue Flock Glass Candleholder,27.307692307692307
Blue Flower Des Purse,1.8974615384615385
Blue Fly Swat,2.3586153846153843
Blue Flying Singing Canary,0.07692307692307693
Blue Geisha Girl,0.974
Blue Giant Garden Thermometer,2.0087692307692304
Blue Gingham Rose Cushion Cover,0.15384615384615385
Blue Glass Chunky Charm Bracelet,0.5
Blue Glass Gems In Bag,8.679307692307692
Blue Green Embroidery Cosmetic Bag,0.6416153846153847
Blue Hanging Gingham Easter Hen,1.4615384615384615
Blue Happy Birthday Bunting,4.858461538461539
Blue Harmonica In Box,14.440538461538459
Blue Heart Compact Mirror,5.647461538461538
Blue Hole Punch,0.641
Blue Juicy Fruit Photo Frame,2.098
Blue Knitted Egg Cosy,1.3156923076923077
Blue Knitted Hen,1.2523076923076923
Blue Leaves And Beads Phone Charm,0.07692307692307693
Blue Monte Carlo Handbag,1.0
Blue Murano Twist Bracelet,1.9486923076923075
Blue Murano Twist Necklace,0.6923076923076923
Blue Netting Storage Hanger,0.4230769230769231
Blue New Baroque Candlestick Candle,9.60476923076923
Blue New Baroque Flock Candlestick,0.07692307692307693
Blue Organdy Round Lampshade W Bea,0.5769230769230769
Blue Owl Soft Toy,3.4516923076923076
Blue Padded Soft Mobile,0.5384615384615384
Blue Painted Kashmiri Chair,0.23076923076923078
Blue Paisley Journal,3.595076923076923
Blue Paisley Notebook,1.9743076923076923
Blue Paisley Pocket Book,5.277461538461538
Blue Paisley Sketchbook,1.9377692307692307
Blue Paisley Tissue Box,6.2379999999999995
Blue Paper Parasol,3.812230769230769
Blue Party Bags,13.318615384615386
Blue Patch Purse Pink Heart,1.119
Blue Polkadot Beaker,15.791615384615387
Blue Polkadot Bowl,9.212846153846154
Blue Polkadot Coffee Mug,9.414692307692308
Blue Polkadot Cup,10.238461538461538
Blue Polkadot Egg Cup,4.515538461538461
Blue Polkadot Garden Parasol,1.3976153846153847
Blue Polkadot Kids Bag,3.519230769230769
Blue Polkadot Luggage Tag,3.298692307692307
Blue Polkadot Passport Cover,3.292
Blue Polkadot Plate,9.148153846153845
Blue Polkadot Pudding Bowl,0.5794615384615385
Blue Polkadot Purse,0.8350000000000001
Blue Polkadot Washing Up Gloves,2.613615384615385
Blue Polkadot Wrap,32.030692307692306
Blue Pot Plant Candle,3.995923076923077
Blue Pudding Spoon,10.914846153846153
Blue Refectory Clock,1.075076923076923
Blue Retro Kitchen Wall Clock,0.31169230769230766
Blue Rose Fabric Mirror,5.04
Blue Rose Patch Purse Pink Butterfl,1.5192307692307692
Blue Round Compact Mirror,1.8423076923076922
Blue Savannah Picnic Hamper For 2,1.4315384615384614
Blue Scandinavian Paisley Wrap,23.076923076923077
Blue Scottie Dog W Flower Pattern,3.342384615384615
Blue Shark Helicopter,0.07692307692307693
Blue Spot Ceramic Drawer Knob,11.066615384615384
Blue Square Compact Mirror,2.8076923076923075
Blue Stones On Wire For Candle,17.897384615384617
Blue Stripe Ceramic Drawer Knob,11.766615384615383
Blue Stripes Shoulder Bag,0.5384615384615384
Blue Sweetheart Bracelet,0.5285384615384616
Blue Table Run Flower,1.833307692307692
Blue Tea Towel Classic Design,5.063999999999999
Blue Teatime Print Bowl,0.38461538461538464
Blue Tile Hook,3.156461538461539
Blue Tiled Tray,1.0
Blue Travel First Aid Kit,1.6923076923076923
Blue Tv Tray Table,2.997923076923077
Blue Victorian Fabric Oval Box,10.866538461538463
Blue Vintage Spot Beaker,11.44323076923077
Blue Voile Lampshade,5.179461538461538
Blue White Plastic Rings Lampshade,1.0769230769230769
Blue Wire Spiral Candle Holder,0.7436153846153846
Blue/Cream Stripe Cushion Cover,7.685307692307692
Blue/Green Shell Necklace W Pendant,0.07692307692307693
Blue/Nat Shell Necklace W Pendant,0.07692307692307693
Blue/Yellow Ceramic Candle Holder,0.3076923076923077
Blue/Yellow Flower Design Big Mug,1.487153846153846
Bohemian Collage Stationery Set,2.8022307692307686
Boom Box Speaker Boys,2.3075384615384613
Boom Box Speaker Girls,10.429384615384615
Booze & Women Greeting Card,10.654615384615385
Botanical Gardens Wall Clock,0.7161538461538461
Botanical Lavender Birthday Card,7.4338461538461535
Botanical Lavender Gift Wrap,17.307692307692307
Botanical Lily Gift Wrap,11.057692307692308
Botanical Lily Greeting Card,7.5666153846153845
Botanical Rose Gift Wrap,21.53846153846154
Botanical Rose Greeting Card,8.923076923076923
Bottle Bag Retrospot,5.270615384615383
Boudoir Square Tissue Box,8.14776923076923
Box Of 24 Cocktail Parasols,13.623846153846152
Box Of 6 Assorted Colour Teaspoons,2.519230769230769
Box Of 6 Christmas Cake Decorations,2.307923076923077
Box Of 6 Mini 50'S Crackers,4.414230769230769
Box Of 6 Mini Vintage Crackers,5.390769230769231
Box Of 9 Pebble Candles,4.0133846153846156
Box Of Vintage Alphabet Blocks,4.545923076923077
Box Of Vintage Jigsaw Blocks,4.025307692307693
Box/12 Chick & Egg In Basket,0.8145384615384615
Boys Alphabet Iron On Patches,21.537307692307692
Boys Vintage Tin Seaside Bucket,6.061461538461539
Bread Bin Diner Style Ivory,1.983923076923077
Bread Bin Diner Style Mint,1.6497692307692307
Bread Bin Diner Style Pink,2.0233846153846153
Bread Bin Diner Style Red,2.218230769230769
Bright Blues Ribbons,3.3352307692307694
Brocade Ring Purse,102.89130769230769
Brocante Coat Rack,2.735692307692308
Brocante Shelf With Hooks,1.7742307692307695
Brown Check Cat Doorstop,1.8958461538461537
Brown Kukui Coconut Seed Necklace,2.4423076923076925
Brown Pirate Treasure Chest,2.448846153846154
Brown Vintage Victorian Earrings,0.07692307692307693
Bubblegum Ring Assorted,26.581846153846154
Buffalo Bill Treasure Book Box,8.96269230769231
Bull Dog Bottle Opener,2.477923076923077
Bull Dog Bottle Top Wall Clock,1.966384615384615
Bundle Of 3 Alphabet Exercise Books,6.309000000000001
Bundle Of 3 Retro Note Books,4.583461538461538
Bundle Of 3 School Exercise Books,5.009076923076923
Bunny Decoration Magic Garden,3.3622307692307696
Bunny Egg Box,1.9848461538461537
Bunny Egg Garland,4.728307692307692
Bunny Wooden Painted With Bird,6.237307692307693
Bunny Wooden Painted With Flower,5.464846153846153
Butterflies Stickers,5.569692307692307
Butterfly Crochet Food Cover,1.7617692307692303
Butterfly Hair Band,1.5191538461538459
Button Box,8.854307692307692
Buttons And Stripes Notebook,0.8076923076923077
Cabin Bag Vintage Paisley,2.329
Cabin Bag Vintage Retrospot,3.0319999999999996
Cacti T-Light Candles,37.72884615384615
Cake Plate Lovebird Pink,4.494999999999999
Cake Plate Lovebird White,3.777846153846154
Cake Shop Sticker Sheet,3.230769230769231
Cake Stand 3 Tier Magic Garden,3.3319230769230774
Cake Stand Lace White,0.07692307692307693
Cake Stand Lovebird 2 Tier Pink,2.926846153846154
Cake Stand Lovebird 2 Tier White,2.0784615384615384
Cake Stand Victorian Filigree Large,0.24223076923076922
Cake Stand Victorian Filigree Med,1.3027692307692307
Cake Stand Victorian Filigree Small,3.348
Cake Stand White Two Tier Lace,3.01676923076923
Cakes And Bows Gift Tape,11.674923076923077
Cakes And Rabbits Design Flannel,2.693076923076923
Calendar Family Favourites,2.601153846153846
Calendar In Season Design,5.180076923076923
Calendar Paper Cut Design,6.036769230769232
Camouflage Design Teddy,33.97692307692308
Camouflage Ear Muff Headphones,1.3425384615384615
Camouflage Led Torch,17.103153846153848
Camphor Wood Portobello Mushroom,3.134692307692308
Candle Holder Silver Madeline,5.676923076923076
Candle Plate Lace White,3.410230769230769
Candy Heart Hanging Decoration,15.870999999999999
Candy Shop Sticker Sheet,4.848
Candy Spot Bunny,0.8205384615384615
Candy Spot Cushion Cover,2.1413846153846157
Candy Spot Egg Warmer Hare,5.310384615384615
Candy Spot Egg Warmer Rabbit,7.1690000000000005
Candy Spot Hand Bag,4.927615384615384
Candy Spot Heart Decoration,2.082
Candy Spot Tea Cosy,1.0384615384615385
Cannabis Leaf Bead Curtain,2.769230769230769
Capiz Chandelier,0.07692307692307693
Caravan Square Tissue Box,6.842
Card Billboard Font,12.30423076923077
